name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Aquitalea magnusonii	332411	S	11	8	19	0.00000
Aquitalea sp. USM4	1590041	S	11	7	18	0.00000
Vogesella sp. XCS3	2877939	S	37	15	52	0.00000
Vogesella sp. LIG4	1192162	S	14	3	17	0.00000
Pseudogulbenkiania sp. NH8B	748280	S	43	16	59	0.00000
Deefgea piscis	2739061	S	59	30	89	0.00000
Deefgea tanakiae	2865840	S	32	13	45	0.00000
Jeongeupia sp. HS-3	1009682	S	43	19	62	0.00000
Jeongeupia sp. USM3	1906741	S	25	15	40	0.00000
Chitinimonas koreensis	356302	S	43	14	57	0.00000
Iodobacter ciconiae	2496266	S	31	39	70	0.00000
Silvimonas soli	2980100	S	35	3	38	0.00000
Chitiniphilus sp. CD1	2981137	S	17	32	49	0.00000
Microvirgula aerodenitrificans	57480	S	53	13	66	0.00000
Laribacter hongkongensis	168471	S	46	97	143	0.00000
Aquaspirillum sp. LM1	1938604	S	16	3	19	0.00000
Thauera humireducens	1134435	S	76	35	111	0.00000
Thauera sp. WB-2	2897772	S	24	18	42	0.00000
Thauera sp. K11	2005884	S	20	31	51	0.00000
Thauera sp. GDN1	2944810	S	11	14	25	0.00000
Thauera chlorobenzoica	96773	S	46	28	74	0.00000
Thauera aminoaromatica	164330	S	28	95	123	0.00000
Azoarcus olearius	418699	S	78	38	116	0.00000
Azoarcus sp. CIB	198107	S	16	29	45	0.00000
Azoarcus sp. KH32C	748247	S	15	3	18	0.00000
Nitrogeniibacter aestuarii	2815343	S	66	14	80	0.00000
Nitrogeniibacter mangrovi	2016596	S	27	10	37	0.00000
Parazoarcus communis	41977	S	35	21	56	0.00000
Pseudothauera hydrothermalis	2184083	S	14	15	29	0.00000
Pseudazoarcus pumilus	2067960	S	10	2	12	0.00000
Dechloromonas sp. HYN0024	2231055	S	79	23	102	0.00000
Dechloromonas sp. A34	447588	S	55	10	65	0.00000
Dechloromonas sp. TW-R-39-2	2654218	S	15	14	29	0.00000
Dechloromonas denitrificans	281362	S	97	40	137	0.00000
Quatrionicoccus australiensis	138118	S	48	23	71	0.00000
Ferribacterium limneticum	76259	S	40	10	50	0.00000
Aromatoleum aromaticum	551760	S	63	31	94	0.00000
Aromatoleum bremense	76115	S	51	24	75	0.00000
Aromatoleum petrolei	76116	S	37	25	62	0.00000
uncultured Propionivibrio sp.	426737	S	83	16	99	0.00000
Azospira inquinata	2785627	S	28	7	35	0.00000
Azospira restricta	404405	S	12	8	20	0.00000
Azospira oryzae	146939	S	11	35	46	0.00000
Oryzomicrobium terrae	1735038	S	55	14	69	0.00000
Niveibacterium microcysteis	2811415	S	19	4	23	0.00000
Fluviibacter phosphoraccumulans	1751046	S	47	8	55	0.00000
Denitratisoma oestradiolicum	311182	S	105	24	129	0.00000
Denitratisoma sp. DHT3	1981880	S	14	52	66	0.00000
Sulfuricystis thermophila	2496847	S	43	46	89	0.00000
Sulfuricystis multivorans	2211108	S	28	2	30	0.00000
Methyloversatilis sp. RAC08	1842540	S	27	4	31	0.00000
Rugosibacter aromaticivorans	1565605	S	24	12	36	0.00000
Sulfuritalea hydrogenivorans	748811	S	11	1	12	0.00000
Methylophilus sp. TWE2	1662285	S	22	9	31	0.00000
Methylophilus medardicus	2588534	S	16	1	17	0.00000
Methylovorus glucosotrophus	266009	S	11	41	52	0.00000
Methylotenera mobilis	359408	S	45	3	48	0.00000
Candidatus Methylopumilus turicensis	1581680	S	15	1	16	0.00000
Candidatus Methylopumilus rimovensis	2588535	S	13	1	14	0.00000
Methylobacillus flagellatus	405	S	23	10	33	0.00000
Methyloradius palustris	2778876	S	13	1	14	0.00000
Nitrosomonas sp. sh817	3070658	S	27	8	35	0.00000
Nitrosomonas sp.	42353	S	24	2	26	0.00000
Nitrosomonas ureae	44577	S	50	7	57	0.00000
Nitrosomonas eutropha	916	S	21	5	26	0.00000
Nitrosospira lacus	1288494	S	31	10	41	0.00000
Nitrosospira sp. Is2	3080532	S	21	4	25	0.00000
Sideroxydans lithotrophicus	63745	S	41	4	45	0.00000
Sideroxydans sp. CL21	2600596	S	18	0	18	0.00000
Ferriphaselus amnicola	1188319	S	42	6	48	0.00000
Ferrigenium kumadai	1682490	S	30	4	34	0.00000
Candidatus Nitrotoga arctica	453162	S	12	7	19	0.00000
Sideroxyarcus emersonii	2764705	S	16	1	17	0.00000
Gallionella capsiferriformans	370405	S	14	1	15	0.00000
Sulfuriferula sp. AH1	1985873	S	53	20	73	0.00000
Sulfuriferula nivalis	2675298	S	26	3	29	0.00000
Sulfurimicrobium lacus	2715678	S	45	6	51	0.00000
Sulfuricella denitrificans	649841	S	35	2	37	0.00000
Thiobacillus sp.	924	S	45	24	69	0.00000
Thiobacillus denitrificans	36861	S	27	4	31	0.00000
Sulfuritortus calidifontis	1914471	S	45	112	157	0.00000
Usitatibacter rugosus	2732067	S	32	2	34	0.00000
Usitatibacter palustris	2732487	S	28	2	30	0.00000
Casimicrobium huifangae	2591109	S	62	30	92	0.00000
Candidatus Profftella armatura	669502	S	12	1	13	0.00000
Ferrovum myxofaciens	416213	S	20	1	21	0.00000
Rhizobium sp. SSA_523	2952477	S	33	4	37	0.00000
Rhizobium sp. Pop5	1223565	S	25	54	79	0.00000
Rhizobium sp. TH2	2775403	S	24	1	25	0.00000
Rhizobium sp. CSC1952	2978974	S	19	2	21	0.00000
Rhizobium sp. NIBRBAC000502774	2590777	S	17	52	69	0.00000
Rhizobium sp. SSM4.3	2919917	S	16	5	21	0.00000
Rhizobium sp. 11515TR	2028343	S	16	21	37	0.00000
Rhizobium sp. ACO-34A	1571470	S	14	2	16	0.00000
Rhizobium sp. BG4	2613770	S	12	1	13	0.00000
Rhizobium anhuiense	1184720	S	79	47	126	0.00000
Rhizobium leguminosarum	384	S	40	180	220	0.00001
Rhizobium rhizogenes	359	S	24	12	36	0.00000
Rhizobium phaseoli	396	S	22	26	48	0.00000
Rhizobium sullae	50338	S	20	2	22	0.00000
Rhizobium ruizarguesonis	2081791	S	19	30	49	0.00000
Rhizobium tumorigenes	2041385	S	15	12	27	0.00000
Rhizobium oryzihabitans	2267833	S	14	65	79	0.00000
Rhizobium indicum	2583231	S	10	17	27	0.00000
Rhizobium gallicum	56730	S	10	24	34	0.00000
Rhizobium daejeonense	240521	S	10	7	17	0.00000
Agrobacterium larrymoorei	160699	S	114	23	137	0.00000
Agrobacterium tumefaciens	358	S	59	100	159	0.00000
Agrobacterium vitis	373	S	60	25	85	0.00000
Agrobacterium salinitolerans	1183413	S	12	14	26	0.00000
Pararhizobium sp. IMCC21322	3067903	S	48	0	48	0.00000
Pararhizobium sp. T808	3031126	S	30	2	32	0.00000
Pararhizobium sp. YC-54	2986920	S	20	1	21	0.00000
Neorhizobium galegae	399	S	31	1	32	0.00000
Neorhizobium petrolearium	515361	S	29	14	43	0.00000
Allorhizobium ampelinum	3025782	S	13	14	27	0.00000
Sinorhizobium sp. RAC02	1842534	S	56	6	62	0.00000
Sinorhizobium sp. BG8	2613773	S	23	2	25	0.00000
Sinorhizobium sojae	716925	S	58	17	75	0.00000
Sinorhizobium meliloti	382	S	53	38	91	0.00000
Sinorhizobium fredii	380	S	35	15	50	0.00000
Sinorhizobium medicae	110321	S	28	7	35	0.00000
Sinorhizobium garamanticum	680247	S	26	3	29	0.00000
Sinorhizobium mexicanum	375549	S	21	1	22	0.00000
Sinorhizobium alkalisoli	1752398	S	17	1	18	0.00000
Sinorhizobium numidicum	680248	S	10	1	11	0.00000
Ensifer sp. PDNC004	2811423	S	21	3	24	0.00000
Ensifer adhaerens	106592	S	16	1	17	0.00000
Shinella sp. XGS7	2877941	S	38	9	47	0.00000
Shinella zoogloeoides	352475	S	39	56	95	0.00000
Shinella sumterensis	1967501	S	13	14	27	0.00000
Ciceribacter thiooxidans	1969821	S	68	6	74	0.00000
uncultured Gellertiella sp.	2040489	S	23	2	25	0.00000
Georhizobium profundi	2341112	S	15	3	18	0.00000
Bradyrhizobium sp. BWA-3-5	3080013	S	58	25	83	0.00000
Bradyrhizobium sp. 186	2782654	S	55	76	131	0.00000
Bradyrhizobium sp. sBnM-33	2831780	S	52	11	63	0.00000
Bradyrhizobium sp. CB1024	2976823	S	40	44	84	0.00000
Bradyrhizobium sp. A19	2898149	S	35	5	40	0.00000
Bradyrhizobium sp. Ash2021	2954771	S	30	4	34	0.00000
Bradyrhizobium sp. 6(2017)	1197460	S	26	19	45	0.00000
Bradyrhizobium sp. BTAi1	288000	S	23	5	28	0.00000
Bradyrhizobium sp. WD16	1521768	S	22	1	23	0.00000
Bradyrhizobium sp. CCBAU 051011	858422	S	22	7	29	0.00000
Bradyrhizobium sp. CB1650	3039153	S	17	15	32	0.00000
Bradyrhizobium sp. 200	2782665	S	15	16	31	0.00000
Bradyrhizobium sp. NC92	55395	S	13	51	64	0.00000
Bradyrhizobium sp. CCBAU 53340	1325112	S	12	8	20	0.00000
Bradyrhizobium sp. CB82	3039159	S	12	5	17	0.00000
Bradyrhizobium sp. CB3035	2976824	S	12	43	55	0.00000
Bradyrhizobium sp. CB1717	3039154	S	11	39	50	0.00000
Bradyrhizobium diazoefficiens	1355477	S	56	54	110	0.00000
Bradyrhizobium erythrophlei	1437360	S	53	1	54	0.00000
Bradyrhizobium sediminis	2840469	S	50	2	52	0.00000
Bradyrhizobium guangzhouense	1325095	S	50	23	73	0.00000
Bradyrhizobium elkanii	29448	S	35	36	71	0.00000
Bradyrhizobium japonicum	375	S	26	17	43	0.00000
Bradyrhizobium oligotrophicum	44255	S	20	1	21	0.00000
Bradyrhizobium cosmicum	1404864	S	16	1	17	0.00000
Bradyrhizobium prioritasuperba	2854389	S	13	0	13	0.00000
Bradyrhizobium zhanjiangense	1325107	S	13	7	20	0.00000
Bradyrhizobium arachidis	858423	S	12	13	25	0.00000
Bradyrhizobium lablabi	722472	S	11	12	23	0.00000
Bradyrhizobium guangxiense	1325115	S	10	4	14	0.00000
Bradyrhizobium amphicarpaeae	1404768	S	10	1	11	0.00000
Bradyrhizobium canariense	255045	S	10	17	27	0.00000
Rhodopseudomonas palustris	1076	S	85	7	92	0.00000
Rhodopseudomonas sp. SK50-23	340268	S	27	1	28	0.00000
Rhodopseudomonas sp. P2A-2r	2991972	S	20	1	21	0.00000
Tardiphaga sp. 709	3076039	S	28	31	59	0.00000
Nitrobacter hamburgensis	912	S	21	0	21	0.00000
Nitrobacter winogradskyi	913	S	13	1	14	0.00000
Mesorhizobium sp. M8A.F.Ca.ET.057.01.1.1	2493679	S	119	16	135	0.00000
Mesorhizobium sp. 8	2584466	S	80	4	84	0.00000
Mesorhizobium sp. L-8-3	2744522	S	50	58	108	0.00000
Mesorhizobium sp. Pch-S	2082387	S	39	1	40	0.00000
Mesorhizobium sp. J8	2777475	S	33	2	35	0.00000
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1	2493673	S	26	3	29	0.00000
Mesorhizobium sp. AR10	2865839	S	25	2	27	0.00000
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1	2493672	S	21	4	25	0.00000
Mesorhizobium sp. B2-1-1	2589974	S	19	1	20	0.00000
Mesorhizobium sp. NZP2298	2483403	S	17	3	20	0.00000
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1	2493674	S	17	15	32	0.00000
Mesorhizobium sp. WR6	3074855	S	15	0	15	0.00000
Mesorhizobium sp. 131-2-5	2744519	S	15	99	114	0.00000
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1	2493671	S	15	3	18	0.00000
Mesorhizobium sp. INR15	2654248	S	14	0	14	0.00000
Mesorhizobium sp. DCY119	2108445	S	14	0	14	0.00000
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1	2493670	S	14	11	25	0.00000
Mesorhizobium sp. L-2-11	2744521	S	13	2	15	0.00000
Mesorhizobium ciceri	39645	S	36	46	82	0.00000
Mesorhizobium amorphae	71433	S	17	1	18	0.00000
Mesorhizobium onobrychidis	2775404	S	12	1	13	0.00000
Phyllobacterium sp. 628	2718938	S	37	5	42	0.00000
Phyllobacterium sp. T1018	555316	S	23	1	24	0.00000
Phyllobacterium sp. T1293	555317	S	14	2	16	0.00000
Phyllobacterium zundukense	1867719	S	25	1	26	0.00000
Nitratireductor sp.	1872084	S	27	1	28	0.00000
Nitratireductor sp. OM-1	1756988	S	12	0	12	0.00000
Chelativorans sp. AA-79	3028735	S	53	12	65	0.00000
Oricola thermophila	2742145	S	37	1	38	0.00000
Roseitalea porphyridii	1852022	S	27	0	27	0.00000
Aquibium oceanicum	1670800	S	19	2	21	0.00000
Hoeflea phototrophica	244596	S	11	0	11	0.00000
Methylobacterium sp. FF17	2984843	S	24	1	25	0.00000
Methylobacterium sp. WL1	2603276	S	12	1	13	0.00000
Methylobacterium aquaticum	270351	S	42	37	79	0.00000
Methylobacterium brachiatum	269660	S	41	28	69	0.00000
Methylobacterium indicum	1775910	S	40	34	74	0.00000
Methylobacterium radiodurans	2202828	S	27	3	30	0.00000
Methylobacterium tardum	374432	S	17	20	37	0.00000
Methylobacterium nodulans	114616	S	15	0	15	0.00000
Methylobacterium terrae	2202827	S	10	6	16	0.00000
Methylorubrum populi	223967	S	41	81	122	0.00000
Microvirga thermotolerans	2651334	S	23	2	25	0.00000
Microvirga sp. VF16	2807101	S	12	0	12	0.00000
Microvirga ossetica	1882682	S	15	0	15	0.00000
Devosia sp.	1871048	S	49	5	54	0.00000
Devosia sp. RR2S18	3049774	S	38	3	41	0.00000
Devosia sp. J2-20	3026161	S	34	3	37	0.00000
Devosia sp. 1566	2499144	S	31	3	34	0.00000
Devosia sp. SD17-2	2976459	S	20	10	30	0.00000
Devosia sp. A16	1736675	S	19	0	19	0.00000
Devosia sp. SL43	2806348	S	18	1	19	0.00000
Devosia sp. JXJ CY 41	2917991	S	14	1	15	0.00000
Devosia ginsengisoli	400770	S	23	2	25	0.00000
Devosia salina	2860336	S	17	11	28	0.00000
Maritalea myrionectae	454601	S	57	1	58	0.00000
Pelagibacterium sp. YIM 151497	2984530	S	19	8	27	0.00000
Mariluticola halotolerans	2909283	S	28	0	28	0.00000
Bosea sp. PAMC 26642	1792307	S	153	6	159	0.00000
Bosea sp. NBC_00550	2969621	S	88	5	93	0.00000
Bosea sp. ANAM02	2020412	S	39	3	42	0.00000
Bosea sp. RAC05	1842539	S	30	2	32	0.00000
Bosea sp. F3-2	2599640	S	24	2	26	0.00000
Bosea sp. Tri-49	1867715	S	18	1	19	0.00000
Bosea vaviloviae	1526658	S	18	3	21	0.00000
Ancylobacter sp. SL191	2995166	S	47	8	55	0.00000
Ancylobacter sp. WKF20	3039801	S	47	8	55	0.00000
Ancylobacter sp. TS-1	1850374	S	17	2	19	0.00000
Ancylobacter polymorphus	223390	S	31	21	52	0.00000
Ancylobacter novellus	921	S	13	1	14	0.00000
Xanthobacter autotrophicus	280	S	15	85	100	0.00000
Pseudolabrys sp. FHR47	2562284	S	32	2	34	0.00000
Pseudolabrys taiwanensis	331696	S	25	1	26	0.00000
Starkeya sp. ORNL1	2709380	S	32	1	33	0.00000
Labrys sp. KNU-23	2789216	S	10	0	10	0.00000
Brucella intermedia	94625	S	60	13	73	0.00000
Brucella sp. NM4	3045175	S	48	3	51	0.00000
Brucella anthropi	529	S	20	135	155	0.00000
Brucella inopinata	1218315	S	20	83	103	0.00000
Pseudochrobactrum algeriensis	2834768	S	10	7	17	0.00000
uncultured Cohaesibacter sp.	1002546	S	264	10	274	0.00001
Cohaesibacter marisflavi	655353	S	38	4	42	0.00000
Cohaesibacter sp. ES.047	1798205	S	17	0	17	0.00000
Martelella sp. AD-3	686597	S	47	93	140	0.00000
Martelella endophytica	1486262	S	52	5	57	0.00000
Aureimonas sp. AU20	1349819	S	21	1	22	0.00000
Aureimonas sp. SA4125	2826993	S	15	0	15	0.00000
Aureimonas sp. OT7	2816454	S	10	21	31	0.00000
Aureimonas mangrovi	2758041	S	13	1	14	0.00000
Jiella pelagia	2986949	S	39	1	40	0.00000
Pannonibacter phragmitetus	121719	S	89	146	235	0.00001
Roseibium sp. Sym1	3016006	S	26	22	48	0.00000
Roseibium aggregatum	187304	S	15	46	61	0.00000
Stappia indica	538381	S	19	24	43	0.00000
Bartonella grahamii	33045	S	57	16	73	0.00000
Bartonella krasnovii	2267275	S	36	8	44	0.00000
Bartonella apihabitans	2750929	S	24	2	26	0.00000
Bartonella taylorii	33046	S	21	11	32	0.00000
Bartonella clarridgeiae	56426	S	10	1	11	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	82	1	83	0.00000
Enhydrobacter sp.	1894999	S	58	1	59	0.00000
Nordella sp. HKS 07	2712222	S	32	0	32	0.00000
Terrihabitans soli	708113	S	10	0	10	0.00000
Kaustia mangrovi	2593653	S	131	3	134	0.00000
Pyruvatibacter mobilis	1712261	S	27	2	29	0.00000
Breoghania sp.	2065378	S	115	8	123	0.00000
Breoghania sp. L-A4	2304600	S	46	1	47	0.00000
Hyphomicrobium sp. DMF-1	3019544	S	21	0	21	0.00000
Hyphomicrobium sp. MC1	717785	S	11	0	11	0.00000
Rhodoplanes sp. Z2-YC6860	674703	S	31	0	31	0.00000
Methyloceanibacter caenitepidi	1384459	S	12	0	12	0.00000
Methyloceanibacter sp. wino2	2170729	S	11	0	11	0.00000
Rhodomicrobium vannielii	1069	S	13	0	13	0.00000
Rhodomicrobium lacus	2498452	S	10	0	10	0.00000
Methyloligella sp. GL2	2742204	S	11	0	11	0.00000
Methylocystis bryophila	655015	S	23	2	25	0.00000
Methylocystis iwaonis	2885079	S	18	16	34	0.00000
Methylosinus sp. C49	2699395	S	10	0	10	0.00000
Chenggangzhangella methanolivorans	1437009	S	14	0	14	0.00000
Acuticoccus sp. I52.16.1	2928472	S	37	1	38	0.00000
Acuticoccus sp. MNP-M23	3072793	S	30	1	31	0.00000
Blastochloris tepida	2233851	S	43	4	47	0.00000
Blastochloris viridis	1079	S	16	1	17	0.00000
Chelatococcus daeguensis	444444	S	41	2	43	0.00000
Chelatococcus sp. CO-6	1702325	S	12	1	13	0.00000
Phreatobacter stygius	1940610	S	29	1	30	0.00000
Methylocapsa sp. D3K7	3041435	S	11	0	11	0.00000
Lichenihabitans psoromatis	2528642	S	19	0	19	0.00000
uncultured Pleomorphomonas sp.	442121	S	10	4	14	0.00000
Kaistia sp. 32K	2795690	S	12	1	13	0.00000
Paracoccus sp. MC1862	2760307	S	49	4	53	0.00000
Paracoccus sp. AK26	2589076	S	18	8	26	0.00000
Paracoccus sp. MA	2895796	S	12	26	38	0.00000
Paracoccus sp. M09	3064531	S	11	16	27	0.00000
Paracoccus sp. Arc7-R13	2500532	S	10	58	68	0.00000
Paracoccus sp. SCSIO 75233	3017782	S	10	34	44	0.00000
Paracoccus sanguinis	1545044	S	26	14	40	0.00000
Paracoccus contaminans	1945662	S	25	13	38	0.00000
Paracoccus sediminicola	3017783	S	24	26	50	0.00000
Paracoccus aminovorans	34004	S	23	10	33	0.00000
Paracoccus methylovorus	2812658	S	20	17	37	0.00000
Paracoccus versutus	34007	S	19	32	51	0.00000
Paracoccus suum	2259340	S	19	9	28	0.00000
Paracoccus aestuarii	453842	S	16	2	18	0.00000
Paracoccus stylophorae	659350	S	16	15	31	0.00000
Paracoccus saliphilus	405559	S	14	0	14	0.00000
Paracoccus zhejiangensis	1077935	S	13	9	22	0.00000
Paracoccus seriniphilus	184748	S	12	0	12	0.00000
Paracoccus jeotgali	2065379	S	11	2	13	0.00000
Paracoccus alcaliphilus	34002	S	10	8	18	0.00000
Paracoccus denitrificans	266	S	10	15	25	0.00000
Aliiroseovarius crassostreae	154981	S	96	5	101	0.00000
Tritonibacter scottomollicae	483013	S	43	8	51	0.00000
Tritonibacter mobilis	379347	S	21	13	34	0.00000
Tabrizicola piscis	2494374	S	63	5	68	0.00000
Pseudooceanicola atlanticus	1461694	S	37	2	39	0.00000
Pseudooceanicola nitratireducens	517719	S	11	0	11	0.00000
Parasedimentitalea marina	2483033	S	51	1	52	0.00000
Paroceanicella profunda	2579971	S	52	23	75	0.00000
Fuscovulum sp. YMD61	3042299	S	40	1	41	0.00000
Rhodobacter sp. LPB0142	1850250	S	24	20	44	0.00000
Rhodobacter sp. CZR27	2033869	S	18	2	20	0.00000
Neotabrizicola shimadae	2807096	S	41	4	45	0.00000
Gymnodinialimonas ceratoperidinii	2856823	S	40	2	42	0.00000
Cereibacter sphaeroides	1063	S	35	4	39	0.00000
Roseicitreum antarcticum	564137	S	35	0	35	0.00000
Pseudorhodobacter turbinis	2500533	S	34	1	35	0.00000
Polymorphum gilvum	991904	S	33	12	45	0.00000
Gemmobacter fulvus	2840474	S	28	6	34	0.00000
Silicimonas algicola	1826607	S	31	0	31	0.00000
Roseinatronobacter sp. S2	3035471	S	31	1	32	0.00000
Rhodovulum sulfidophilum	35806	S	13	3	16	0.00000
Pelagovum pacificum	2588711	S	27	4	31	0.00000
Abyssibius alkaniclasticus	2881234	S	25	2	27	0.00000
Yoonia vestfoldensis	245188	S	23	15	38	0.00000
Algicella marina	2683284	S	20	0	20	0.00000
Pontivivens ytuae	2789856	S	18	0	18	0.00000
Thioclava nitratireducens	1915078	S	15	10	25	0.00000
Frigidibacter mobilis	1335048	S	14	7	21	0.00000
Marivivens sp. LCG002	3051171	S	13	0	13	0.00000
Pacificitalea manganoxidans	1411902	S	14	6	20	0.00000
Limimaricola variabilis	1492771	S	14	3	17	0.00000
Cognatishimia activa	1715691	S	14	0	14	0.00000
Profundibacter amoris	2171755	S	13	0	13	0.00000
Sulfitobacter sp. DSM 110093	2883127	S	49	13	62	0.00000
Sulfitobacter sp. THAF37	2587855	S	16	19	35	0.00000
Sulfitobacter sp. JL08	2070369	S	13	0	13	0.00000
Sulfitobacter sp. SK012	1389005	S	11	0	11	0.00000
Sulfitobacter mediterraneus	83219	S	75	32	107	0.00000
Sulfitobacter alexandrii	1917485	S	16	30	46	0.00000
Sulfitobacter faviae	1775881	S	10	10	20	0.00000
Leisingera caerulea	506591	S	49	31	80	0.00000
Leisingera sp. S132	2867016	S	32	14	46	0.00000
Leisingera aquaemixtae	1396826	S	37	30	67	0.00000
Leisingera thetidis	2930199	S	15	9	24	0.00000
Roseovarius indicus	540747	S	57	48	105	0.00000
Roseovarius sp. THAF9	2587847	S	13	14	27	0.00000
Roseovarius sp. SCSIO 43702	2823043	S	10	0	10	0.00000
Roseovarius pacificus	337701	S	32	1	33	0.00000
Roseovarius tolerans	74031	S	14	0	14	0.00000
Roseovarius faecimaris	2494550	S	11	0	11	0.00000
Phaeobacter gallaeciensis	60890	S	45	49	94	0.00000
Phaeobacter inhibens	221822	S	27	15	42	0.00000
Phaeobacter porticola	1844006	S	15	8	23	0.00000
Roseibacterium elongatum	159346	S	81	3	84	0.00000
uncultured Celeribacter sp.	1303376	S	49	2	51	0.00000
Celeribacter ethanolicus	1758178	S	10	7	17	0.00000
Thalassovita sp.	1979401	S	62	2	64	0.00000
Thalassovita gelatinovora	53501	S	12	0	12	0.00000
Ketogulonicigenium vulgare	92945	S	34	8	42	0.00000
Ketogulonicigenium robustum	92947	S	22	1	23	0.00000
Ruegeria sp. SCSIO 43209	2793010	S	10	11	21	0.00000
Ruegeria pomeroyi	89184	S	14	1	15	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	48	43	91	0.00000
Loktanella salsilacus	195913	S	41	2	43	0.00000
Sagittula sp. MA-2	3048007	S	17	37	54	0.00000
Tropicibacter oceani	3058420	S	38	1	39	0.00000
Jannaschia sp. GRR-S6-38	3038773	S	13	0	13	0.00000
Salipiger profundus	1229727	S	22	22	44	0.00000
Oceanicola sp. D3	2587163	S	32	0	32	0.00000
Thalassococcus sp. S3	2017482	S	32	0	32	0.00000
Roseobacter ponti	1891787	S	21	2	23	0.00000
Dinoroseobacter shibae	215813	S	14	14	28	0.00000
Tateyamaria omphalii	299262	S	12	0	12	0.00000
Mameliella alba	561184	S	11	3	14	0.00000
Sphingomonas sp. S1-29	2991074	S	58	14	72	0.00000
Sphingomonas sp. S2-65	2903960	S	45	1	46	0.00000
Sphingomonas sp. SUN039	2937787	S	29	0	29	0.00000
Sphingomonas sp. J315	2898433	S	24	4	28	0.00000
Sphingomonas sp. NIBR02145	3014784	S	24	1	25	0.00000
Sphingomonas sp. LM7	1938607	S	22	1	23	0.00000
Sphingomonas sp. NBWT7	2596913	S	22	5	27	0.00000
Sphingomonas sp. PAMC26645	2565555	S	22	2	24	0.00000
Sphingomonas sp.	28214	S	17	10	27	0.00000
Sphingomonas sp. R1	399176	S	15	2	17	0.00000
Sphingomonas sp. 7/4-4	3018446	S	13	0	13	0.00000
Sphingomonas sp. CV7422	3018036	S	12	3	15	0.00000
Sphingomonas sp. So64.6b	2997354	S	10	0	10	0.00000
Sphingomonas sp. NIC1	1961362	S	10	20	30	0.00000
Sphingomonas sp. HDW15A	2714942	S	10	0	10	0.00000
Sphingomonas glaciei	2938948	S	55	1	56	0.00000
Sphingomonas koreensis	93064	S	46	27	73	0.00000
Sphingomonas naphthae	1813468	S	34	20	54	0.00000
Sphingomonas lacunae	2698828	S	33	0	33	0.00000
Sphingomonas hankookensis	563996	S	25	30	55	0.00000
Sphingomonas panacis	1560345	S	25	0	25	0.00000
Sphingomonas limnosediminicola	940133	S	24	0	24	0.00000
Sphingomonas donggukensis	2949093	S	23	0	23	0.00000
Sphingomonas nostoxanthinifaciens	2872652	S	22	0	22	0.00000
Sphingomonas suaedae	2599297	S	21	0	21	0.00000
Sphingomonas bisphenolicum	296544	S	15	3	18	0.00000
Sphingomonas sediminicola	386874	S	15	0	15	0.00000
Sphingomonas sanguinis	33051	S	14	3	17	0.00000
Sphingomonas insulae	424800	S	13	1	14	0.00000
Sphingomonas piscis	2714943	S	11	0	11	0.00000
Sphingomonas xanthus	2594473	S	11	1	12	0.00000
Sphingomonas profundi	2681549	S	10	0	10	0.00000
Sphingobium sp. YG1	2082188	S	45	23	68	0.00000
Sphingobium sp. SCG-1	2072936	S	27	0	27	0.00000
Sphingobium sp. CFD-1	2878545	S	20	57	77	0.00000
Sphingobium sp. Cam5-1	2789327	S	17	9	26	0.00000
Sphingobium sp. V4	3038927	S	13	0	13	0.00000
Sphingobium sp. CAP-1	2676077	S	13	6	19	0.00000
Sphingobium sp. SYK-6	627192	S	11	2	13	0.00000
Sphingobium yanoikuyae	13690	S	74	76	150	0.00000
Sphingobium herbicidovorans	76947	S	35	21	56	0.00000
Sphingobium cloacae	120107	S	31	34	65	0.00000
Novosphingobium decolorationis	2698673	S	117	41	158	0.00000
Novosphingobium sp. PP1Y	702113	S	24	15	39	0.00000
Novosphingobium pentaromativorans	205844	S	41	46	87	0.00000
Novosphingobium aromaticivorans	48935	S	25	7	32	0.00000
Novosphingobium humi	2282397	S	15	0	15	0.00000
Novosphingobium resinovorum	158500	S	12	4	16	0.00000
Sphingopyxis sp. QXT-31	1357916	S	98	10	108	0.00000
Sphingopyxis sp. OPL5	2486273	S	30	0	30	0.00000
Sphingopyxis sp. FD7	1914525	S	13	3	16	0.00000
uncultured Sphingopyxis sp.	310581	S	20	1	21	0.00000
Sphingopyxis fribergensis	1515612	S	19	6	25	0.00000
Sphingopyxis macrogoltabida	33050	S	10	3	13	0.00000
Sphingorhabdus sp. M41	1806885	S	19	0	19	0.00000
Sphingorhabdus sp. SMR4y	2584094	S	15	2	17	0.00000
Sphingorhabdus lutea	1913578	S	14	0	14	0.00000
Rhizorhabdus wittichii	160791	S	39	13	52	0.00000
Blastomonas sp.	1909299	S	15	27	42	0.00000
Parasphingorhabdus halotolerans	2725558	S	22	0	22	0.00000
Hankyongella ginsenosidimutans	1763828	S	22	1	23	0.00000
Sphingosinithalassobacter sp. CS137	2762748	S	13	0	13	0.00000
